2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\ALB_CR_G.xpt
2026-01-19 19:22:00 | INFO | clean_xpt | Loaded XPT file with 7821 rows and 6 columns
2026-01-19 19:22:00 | INFO | clean_xpt | Selected 1 relevant variables
2026-01-19 19:22:00 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\ALB_CR_G.parquet
2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\BIOPRO_G.xpt
2026-01-19 19:22:00 | INFO | clean_xpt | Loaded XPT file with 6549 rows and 38 columns
2026-01-19 19:22:00 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:00 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\BIOPRO_G.parquet
2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\BMX_G.xpt
2026-01-19 19:22:00 | INFO | clean_xpt | Loaded XPT file with 9338 rows and 26 columns
2026-01-19 19:22:00 | INFO | clean_xpt | Selected 4 relevant variables
2026-01-19 19:22:00 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\BMX_G.parquet
2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\BPX_G.xpt
2026-01-19 19:22:00 | INFO | clean_xpt | Loaded XPT file with 9338 rows and 27 columns
2026-01-19 19:22:00 | INFO | clean_xpt | Selected 5 relevant variables
2026-01-19 19:22:00 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\BPX_G.parquet
2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\DEMO_G.xpt
2026-01-19 19:22:00 | INFO | clean_xpt | Loaded XPT file with 9756 rows and 48 columns
2026-01-19 19:22:00 | INFO | clean_xpt | Selected 4 relevant variables
2026-01-19 19:22:00 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\DEMO_G.parquet
2026-01-19 19:22:00 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\DIQ_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 9364 rows and 53 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 3 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\DIQ_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\DR1TOT_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 9338 rows and 166 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 4 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\DR1TOT_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\GHB_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 6549 rows and 2 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\GHB_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\GLU_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 3239 rows and 8 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 3 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\GLU_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\HDL_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 7821 rows and 3 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 1 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\HDL_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\SMQFAM_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 9756 rows and 5 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 1 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\SMQFAM_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\SMQRTU_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 6549 rows and 24 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 1 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\SMQRTU_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\SMQ_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 6790 rows and 30 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\SMQ_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\TCHOL_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 7821 rows and 3 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\TCHOL_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2011-2012\TRIGLY_G.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 3239 rows and 6 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2011-2012\TRIGLY_G.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\ALB_CR_H.xpt
2026-01-19 19:22:01 | INFO | clean_xpt | Loaded XPT file with 8291 rows and 6 columns
2026-01-19 19:22:01 | INFO | clean_xpt | Selected 1 relevant variables
2026-01-19 19:22:01 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\ALB_CR_H.parquet
2026-01-19 19:22:01 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\BIOPRO_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 6979 rows and 38 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 2 relevant variables
2026-01-19 19:22:02 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\BIOPRO_H.parquet
2026-01-19 19:22:02 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\BMX_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 9813 rows and 26 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 4 relevant variables
2026-01-19 19:22:02 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\BMX_H.parquet
2026-01-19 19:22:02 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\BPX_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 9813 rows and 23 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 5 relevant variables
2026-01-19 19:22:02 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\BPX_H.parquet
2026-01-19 19:22:02 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\DEMO_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 10175 rows and 47 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 4 relevant variables
2026-01-19 19:22:02 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\DEMO_H.parquet
2026-01-19 19:22:02 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\DIQ_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 9770 rows and 54 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 3 relevant variables
2026-01-19 19:22:02 | INFO | clean_xpt | Saved cleaned file to: ./data/cleaned\2013-2014\DIQ_H.parquet
2026-01-19 19:22:02 | INFO | clean_xpt | Processing file: ./data/nhanes_data\2013-2014\DR1TOT_H.xpt
2026-01-19 19:22:02 | INFO | clean_xpt | Loaded XPT file with 9813 rows and 168 columns
2026-01-19 19:22:02 | INFO | clean_xpt | Selected 4 relevant variables
